,puma,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
84,Orange County (Northwest) PUMA,21.709645151992948,16.996216482974173,26.721001818945012,69.87776138887476,71.94275374239184,67.68224429830698,8.412593459132292,11.061029774633987,5.596753882748006
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,55.703360966518865,45.33880659170683,67.87535806609377,34.55433455433455,43.435064548753644,24.12492140012576,9.742304479146584,11.226128859539532,7.999720533780478
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,64.74467872489258,67.09808917197452,62.481007694946825,31.0457679624263,29.46751592356688,32.56383865117875,4.209553312681123,3.434394904458599,4.95515365387443
87,Dutchess County (North & East) PUMA,41.967896091165294,36.22324944358843,47.976505980946925,51.83538431914856,56.449238144153405,47.0095265382136,6.196719589686138,7.327512412258175,5.013967480839481
88,Putnam County PUMA,41.80232430413673,37.47500106378452,46.42111000090835,55.1198400667853,60.5165737628186,49.35961486056863,3.0778356290779674,2.0084251733968768,4.2192751385230265
89,Albany County (Outside Albany City) PUMA,41.962919834691874,36.26806521274828,47.24232757672423,53.65093499554764,58.307031491017824,49.33450665493345,4.386145169760486,5.424903296233893,3.4231657683423165
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",30.614451700449496,24.08569379705988,36.47593755029776,61.63387329318972,67.08497669415561,56.73990020923869,7.7516750063607835,8.82932950878451,6.784162240463544
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,33.71480278916272,28.107019562715763,40.7106113171432,57.486559855219035,66.17759877253549,46.64433544682378,8.798637355618247,5.715381664748753,12.645053236033018
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",31.576528267197794,27.858293075684383,35.50541971262919,60.56381185843419,63.14188584719985,57.83967733803882,7.85965987436801,8.999821077115763,6.65490294933199
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,48.8147797252487,44.699296349570425,52.72807925476859,47.57176693510185,50.581191929401704,44.71018778648529,3.613453339649455,4.719511721027874,2.5617329587461186
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,58.23139277818717,57.94773807064656,58.48870982853931,39.21149594694178,38.48378434207808,39.87163871451326,2.5571112748710387,3.5684775872753565,1.6396514569474374
95,Oswego County PUMA,20.519741805683626,19.2190219711649,21.876284422523636,68.6696286360969,68.62951164241848,68.711467324291,10.810629558219466,12.151466386416631,9.412248253185368
96,Rensselaer County--Troy City PUMA,30.753800149514078,28.863232682060392,32.57772337821297,59.74458011462747,59.847754377061655,59.64504283965728,9.50161973585846,11.28901294087795,7.777233782129743
